DATE,TYPE,FROMPORTFOLIO,TOPORTFOLIO,OUTAMOUNT,OUTCURRENCY,FEEAMOUNT,FEECURRENCY,TOADDRESS,OUTTXID,OUTTXURL,INAMOUNT,INCURRENCY,INTXID,INTXURL,ORDERID,PERSONALNOTE
Sun Feb 28 2021 00:51:09 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017901,XTZ,oof5Z8g8n4MBKdpTyfsRDVfCPswaRaLZamYxbKi7QoopKy5cb82,https://tzstats.com/operation/oof5Z8g8n4MBKdpTyfsRDVfCPswaRaLZamYxbKi7QoopKy5cb82,,
Wed Mar 03 2021 01:05:44 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017961,XTZ,opQW6msmTnH4n5ZQooyh4XxYmb5Q8wmw1A3npKyJnkyCmMee3dF,https://tzstats.com/operation/opQW6msmTnH4n5ZQooyh4XxYmb5Q8wmw1A3npKyJnkyCmMee3dF,,
Sat Mar 06 2021 00:30:39 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017642,XTZ,onmvXYc7CXtoQS8KRYZW3CdC8nBXdt4ZkaMRFvWbaUme7Tsb9hS,https://tzstats.com/operation/onmvXYc7CXtoQS8KRYZW3CdC8nBXdt4ZkaMRFvWbaUme7Tsb9hS,,
Tue Mar 09 2021 06:47:18 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017658,XTZ,ooZ7F68FV3w9HE7LzxgnV2UUrCLHoSYapGUykQpFH5BiGuEuTJW,https://tzstats.com/operation/ooZ7F68FV3w9HE7LzxgnV2UUrCLHoSYapGUykQpFH5BiGuEuTJW,,
Thu Mar 11 2021 11:07:30 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.016891,XTZ,ooSGuhM6ZAYypaoGhZpB4jUH8fEiFaG6GnYn234cUAnpcfRwkwo,https://tzstats.com/operation/ooSGuhM6ZAYypaoGhZpB4jUH8fEiFaG6GnYn234cUAnpcfRwkwo,,
Mon Mar 15 2021 10:00:45 GMT-0700 (Pacific Daylight Time),deposit,exodus_0,,,,,,,,,0.21264,ATOM,D887C121B4BFC8AAC12DEA8BE0FEE3156CBB37D96F69C7122DD6974DC3134BB2,https://www.mintscan.io/cosmos/txs/D887C121B4BFC8AAC12DEA8BE0FEE3156CBB37D96F69C7122DD6974DC3134BB2,,
Mon Mar 15 2021 10:01:00 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,0,ATOM,-0.0035,ATOM,,155AE8BABB2666231B4141B0C321B850C404B749D534C4EFE79B59B915E85232,https://www.mintscan.io/cosmos/txs/155AE8BABB2666231B4141B0C321B850C404B749D534C4EFE79B59B915E85232,,,,,,
Mon Mar 15 2021 10:04:39 GMT-0700 (Pacific Daylight Time),deposit,exodus_0,,,,,,,,,0.000003,ATOM,22E81C4CCDEE3F1F97110D676DD2E905D0475E8D5932514E6058CE497C7DAF68,https://www.mintscan.io/cosmos/txs/22E81C4CCDEE3F1F97110D676DD2E905D0475E8D5932514E6058CE497C7DAF68,,
Tue Mar 16 2021 21:24:40 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,-0.006913,BTC,-0.00023819,BTC,1M1T56NAeYLGfCEC1uydrJMA12jHuweJVY,4c34fd3fa2b9ad9513624d7c1f7879aeb72718b556186b6a839c8768fa2093ba,https://mempool.space/tx/4c34fd3fa2b9ad9513624d7c1f7879aeb72718b556186b6a839c8768fa2093ba,,,,,,
Wed Mar 17 2021 06:40:13 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.016985,XTZ,oo3aaXCVDjPfNU5J5PFXxECZdPUHKZ3B3ex1wrstaCvnP6wizUW,https://tzstats.com/operation/oo3aaXCVDjPfNU5J5PFXxECZdPUHKZ3B3ex1wrstaCvnP6wizUW,,
Wed Mar 17 2021 07:43:13 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017346,XTZ,oo1Lw92ZHg1kWXshhydoGNxM2cgKVp5sGuXni41PnMhJ959SKyW,https://tzstats.com/operation/oo1Lw92ZHg1kWXshhydoGNxM2cgKVp5sGuXni41PnMhJ959SKyW,,
Sat Mar 20 2021 03:19:58 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017057,XTZ,oojyW6ZapMLvM6ZHL1uZUaVzpWtHucvsKzSDxENLF8PTzeTc1FB,https://tzstats.com/operation/oojyW6ZapMLvM6ZHL1uZUaVzpWtHucvsKzSDxENLF8PTzeTc1FB,,
Tue Mar 23 2021 01:40:18 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.019818,XTZ,opTBEjLJsqriPLjXn4kSFcfHYEzA9sfnvGUUjfzNCUxQxWFr2Ld,https://tzstats.com/operation/opTBEjLJsqriPLjXn4kSFcfHYEzA9sfnvGUUjfzNCUxQxWFr2Ld,,
Fri Mar 26 2021 01:53:58 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018693,XTZ,opS6N964rh6kpkkUpCugB7EszJTBvM88ME255ffKYwSUHqr5zSw,https://tzstats.com/operation/opS6N964rh6kpkkUpCugB7EszJTBvM88ME255ffKYwSUHqr5zSw,,
Mon Mar 29 2021 01:41:04 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017907,XTZ,oodVgQHhPPPujWSjtd322Ju8ZeHJHed7KVmDsf9gtMUCnUVhf8F,https://tzstats.com/operation/oodVgQHhPPPujWSjtd322Ju8ZeHJHed7KVmDsf9gtMUCnUVhf8F,,
Tue Mar 30 2021 19:11:51 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.162626,ATOM,94EB7B70E1D266DDC99D9DEEA8BDE421842F7A66AA282B2B3F3D2990C7A0CCAC,https://www.mintscan.io/cosmos/txs/94EB7B70E1D266DDC99D9DEEA8BDE421842F7A66AA282B2B3F3D2990C7A0CCAC,,
Thu Apr 01 2021 05:57:47 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.01642,XTZ,ooMtieXiaLTqHskyk3JjeK3A2eqRj9pLbzfM2yqkXNoQXQo5e9Q,https://tzstats.com/operation/ooMtieXiaLTqHskyk3JjeK3A2eqRj9pLbzfM2yqkXNoQXQo5e9Q,,
Fri Apr 02 2021 12:52:50 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,-0.02,ETH,-0.0048825,ETH,0xa0f64548190bf83b4337ff521e85f94642e2ced0,0x8c7f52bb4e3343f6dcae63c629aed3118875525fc6caed4091be2373904b0ca9,https://etherscan.io/tx/0x8c7f52bb4e3343f6dcae63c629aed3118875525fc6caed4091be2373904b0ca9,,,,,,
Sat Apr 03 2021 11:23:27 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017584,XTZ,opWAXhiUg8CU7uBZjScZX2cvuULq5okHb1Pm1bPVWSz3DnyFhnX,https://tzstats.com/operation/opWAXhiUg8CU7uBZjScZX2cvuULq5okHb1Pm1bPVWSz3DnyFhnX,,
Tue Apr 06 2021 14:56:05 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018327,XTZ,oofhuucL3rxFcGqDgY5UUaZ8S4nGNAEZvz2wZZ1LAJHeLw8JTAj,https://tzstats.com/operation/oofhuucL3rxFcGqDgY5UUaZ8S4nGNAEZvz2wZZ1LAJHeLw8JTAj,,
Fri Apr 09 2021 08:34:44 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.01678,XTZ,onh1gahgQwcAHBJEsoGbWzpXbDMo97VDnNWBYBdco68pRLXZt9G,https://tzstats.com/operation/onh1gahgQwcAHBJEsoGbWzpXbDMo97VDnNWBYBdco68pRLXZt9G,,
Mon Apr 12 2021 03:03:20 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017721,XTZ,onnfhxSTCqE97UGBWw13xBdPQWHM3yYe87vfS72iwdX6DPyfwrx,https://tzstats.com/operation/onnfhxSTCqE97UGBWw13xBdPQWHM3yYe87vfS72iwdX6DPyfwrx,,
Mon Apr 12 2021 06:32:47 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,-0.2547413565270778,ETH,-0.002625,ETH,0x491222681a9354229f7e1e8117121fa153fa6e5e,0x63c8eac6c051fddfe3721935582b308ea29dbb14fc96409371dfcd11a5048094,https://etherscan.io/tx/0x63c8eac6c051fddfe3721935582b308ea29dbb14fc96409371dfcd11a5048094,,,,,,
Thu Apr 15 2021 01:34:55 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017415,XTZ,opE2zZt5s4RLnjVvn9tdwh2X6LjZNMWFDkX3TYFgj2A5P1hDd9r,https://tzstats.com/operation/opE2zZt5s4RLnjVvn9tdwh2X6LjZNMWFDkX3TYFgj2A5P1hDd9r,,
Mon Apr 19 2021 00:24:36 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.016772,XTZ,oovCVdS5LPQAuVYPUne1sJwWonr9ruTBXfPR9nA9ifJXkcSibCc,https://tzstats.com/operation/oovCVdS5LPQAuVYPUne1sJwWonr9ruTBXfPR9nA9ifJXkcSibCc,,
Wed Apr 21 2021 01:29:29 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017967,XTZ,op7wk6NNB4YTGFV75FTAFbm5anxuFypygbwBaqXhBsjk1QjY4mV,https://tzstats.com/operation/op7wk6NNB4YTGFV75FTAFbm5anxuFypygbwBaqXhBsjk1QjY4mV,,
Wed Apr 21 2021 10:29:43 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.00240017,BTC,9aca4e3939c71049a43508b68ebf33f3523bbe48b5ed19d080d671eb2e14d559,https://mempool.space/tx/9aca4e3939c71049a43508b68ebf33f3523bbe48b5ed19d080d671eb2e14d559,,
Sat Apr 24 2021 00:47:24 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017561,XTZ,opHYbkh32fLuvjgeDw1ZLH6ULhvP6YYHAvtS4adWJnWp7epvBZQ,https://tzstats.com/operation/opHYbkh32fLuvjgeDw1ZLH6ULhvP6YYHAvtS4adWJnWp7epvBZQ,,
Mon Apr 26 2021 07:29:10 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.00011152,BTC,6e36520567aa1b654eab02fe6b8a387811ff8d1eeeb0d467701e6a1a82791a1e,https://mempool.space/tx/6e36520567aa1b654eab02fe6b8a387811ff8d1eeeb0d467701e6a1a82791a1e,,
Mon Apr 26 2021 11:12:48 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018239,XTZ,oohiUtqY48xQtBu1Bjpc8jnrSCu6AkzpUeXSYo3FYHPiH1v1GdS,https://tzstats.com/operation/oohiUtqY48xQtBu1Bjpc8jnrSCu6AkzpUeXSYo3FYHPiH1v1GdS,,
Tue Apr 27 2021 15:54:41 GMT-0700 (Pacific Daylight Time),deposit,exodus_0,,,,,,,,,0.072208,ATOM,04BC1E6D30F7C69DB171EE6F8ED643104983A1952B8337B2907FAD6B16579172,https://www.mintscan.io/cosmos/txs/04BC1E6D30F7C69DB171EE6F8ED643104983A1952B8337B2907FAD6B16579172,,
Tue Apr 27 2021 15:55:40 GMT-0700 (Pacific Daylight Time),deposit,exodus_0,,,,,,,,,0.000001,ATOM,E2F8A4108E2DC71C082E0C4B3660AC5C151948393CA7B70808C04645FB4B0D11,https://www.mintscan.io/cosmos/txs/E2F8A4108E2DC71C082E0C4B3660AC5C151948393CA7B70808C04645FB4B0D11,,
Wed Apr 28 2021 12:04:02 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.0110019,BTC,5de754b22e574855d614843958cb65367c597087e72b8850ad65fb867dbe34f1,https://mempool.space/tx/5de754b22e574855d614843958cb65367c597087e72b8850ad65fb867dbe34f1,,
Thu Apr 29 2021 10:22:14 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017522,XTZ,opWAvRdEc6KbBQjHSdZd7ygEjhDYcwkkJn8nmg9scookwEAdcEy,https://tzstats.com/operation/opWAvRdEc6KbBQjHSdZd7ygEjhDYcwkkJn8nmg9scookwEAdcEy,,
Sun May 02 2021 10:18:20 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018504,XTZ,onwnmr2kqsGfSgDhdavDUNW1vAnmjC8iKuRVcZnMksK8PmZdYZ5,https://tzstats.com/operation/onwnmr2kqsGfSgDhdavDUNW1vAnmjC8iKuRVcZnMksK8PmZdYZ5,,
Tue May 04 2021 11:37:58 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,113.70140661,DOGE,f219ccad2aaa3248529e7e18b4a4d9570df9c22da2ac432b5c94ff8b406c325b,https://blockchair.com/dogecoin/transaction/f219ccad2aaa3248529e7e18b4a4d9570df9c22da2ac432b5c94ff8b406c325b,,
Wed May 05 2021 05:39:25 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.016208,XTZ,oob3jBaecLXcmBzXnFeH5WCj9HmXyvi2ruaCx7FzJQyNQr5DR3X,https://tzstats.com/operation/oob3jBaecLXcmBzXnFeH5WCj9HmXyvi2ruaCx7FzJQyNQr5DR3X,,
Wed May 05 2021 09:34:59 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.00293247,BTC,20165818d88d268b4692a585a526015156120e9f4553f19d823e7fb5e573e5c9,https://mempool.space/tx/20165818d88d268b4692a585a526015156120e9f4553f19d823e7fb5e573e5c9,,
Sat May 08 2021 04:33:32 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017031,XTZ,ooxjAARYNZSRVE3UkDJ8qpSfYyY7ic91xdk2xpK3HF3czCwAA3N,https://tzstats.com/operation/ooxjAARYNZSRVE3UkDJ8qpSfYyY7ic91xdk2xpK3HF3czCwAA3N,,
Tue May 11 2021 12:45:58 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017324,XTZ,oorL23AyYqMne5TLYBNKK1gWy2BMykq9uTmfAwx8nm4sakJT4kd,https://tzstats.com/operation/oorL23AyYqMne5TLYBNKK1gWy2BMykq9uTmfAwx8nm4sakJT4kd,,
Fri May 14 2021 05:19:30 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017934,XTZ,opZJZCbgnZRPuEUW6xorbi1yrMfqeD3gMbKoFkakJVyxQfZJ7i4,https://tzstats.com/operation/opZJZCbgnZRPuEUW6xorbi1yrMfqeD3gMbKoFkakJVyxQfZJ7i4,,
Mon May 17 2021 02:18:18 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018557,XTZ,oo2XV9ZR14KwoVtDivQxMTVdeijtrq2v3ryATRa26fHXeszBxxs,https://tzstats.com/operation/oo2XV9ZR14KwoVtDivQxMTVdeijtrq2v3ryATRa26fHXeszBxxs,,
Thu May 20 2021 00:22:26 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017018,XTZ,oo3BjtwfXnKT53b4EsWuLoK1uBUERz7nhZ8zQbY4YXeeSpkmm85,https://tzstats.com/operation/oo3BjtwfXnKT53b4EsWuLoK1uBUERz7nhZ8zQbY4YXeeSpkmm85,,
Sat May 22 2021 14:11:22 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018579,XTZ,ooDERpzU5wiUKR6bHzcZwDMy63KS4JouFH8SSjjqTpB7o75WuXc,https://tzstats.com/operation/ooDERpzU5wiUKR6bHzcZwDMy63KS4JouFH8SSjjqTpB7o75WuXc,,
Mon May 24 2021 11:33:20 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.00082831,BTC,d2a0a10b81156a91ffc3fcc5290e6ff740a976fa140a8b2c72231a54765bf3b2,https://mempool.space/tx/d2a0a10b81156a91ffc3fcc5290e6ff740a976fa140a8b2c72231a54765bf3b2,,
Tue May 25 2021 12:52:58 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017886,XTZ,ooiAMtCHRYMAa3DhoT1yNWa5267tMNtJM8jereGSv5TNSuiDeSC,https://tzstats.com/operation/ooiAMtCHRYMAa3DhoT1yNWa5267tMNtJM8jereGSv5TNSuiDeSC,,
Fri May 28 2021 14:05:14 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017918,XTZ,ootqww8bdeW9cH1mqsUARSsFgwpTdXH7Rb87kRd3PKrtdRu8LGq,https://tzstats.com/operation/ootqww8bdeW9cH1mqsUARSsFgwpTdXH7Rb87kRd3PKrtdRu8LGq,,
Mon May 31 2021 04:31:26 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017811,XTZ,ooQNFzCfWKd9LHU4EH85NrDBaKryKFKxE1vo3TziajhJm9vjrTs,https://tzstats.com/operation/ooQNFzCfWKd9LHU4EH85NrDBaKryKFKxE1vo3TziajhJm9vjrTs,,
Thu Jun 03 2021 01:03:06 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017315,XTZ,ooKWmwSzJxzMrZVv2CsP4JUEs4W9oYnHaTzyMjmJJ2A9Di4sT7W,https://tzstats.com/operation/ooKWmwSzJxzMrZVv2CsP4JUEs4W9oYnHaTzyMjmJJ2A9Di4sT7W,,
Thu Jun 03 2021 13:26:16 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.00146428,BTC,64ca839b9e98e686798f233dbbd6e0b2020f6dfd329e341b019e140977575246,https://mempool.space/tx/64ca839b9e98e686798f233dbbd6e0b2020f6dfd329e341b019e140977575246,,
Sun Jun 06 2021 15:45:34 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018168,XTZ,oo6SAuxTxPQwE38A3oqXbr9BfwiwtGFPmS8cHdbWmpkNcjynNb9,https://tzstats.com/operation/oo6SAuxTxPQwE38A3oqXbr9BfwiwtGFPmS8cHdbWmpkNcjynNb9,,
Wed Jun 09 2021 01:49:42 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.01922,XTZ,ooWAbLuCkcKBHc54sCEpcv8CWhxxqnUdULHYQKqWuxanrgzHce6,https://tzstats.com/operation/ooWAbLuCkcKBHc54sCEpcv8CWhxxqnUdULHYQKqWuxanrgzHce6,,
Sat Jun 12 2021 01:49:10 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.019474,XTZ,ooUnwJ4yRKuP2YDz4W6hSVBe87CrNeotNuP95rs4uVfYrrqcrQA,https://tzstats.com/operation/ooUnwJ4yRKuP2YDz4W6hSVBe87CrNeotNuP95rs4uVfYrrqcrQA,,
Tue Jun 15 2021 00:40:54 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017673,XTZ,ooqSTgdEYHQqCzyTg5jT49icHufNSRyJDcsQWi7gdsv8ctnk1DG,https://tzstats.com/operation/ooqSTgdEYHQqCzyTg5jT49icHufNSRyJDcsQWi7gdsv8ctnk1DG,,
Fri Jun 18 2021 08:14:46 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018411,XTZ,ono2LrWoF85FnivaTWNKzY7ToUeiZsoYzWH6gWXkQWjBdUyPr5z,https://tzstats.com/operation/ono2LrWoF85FnivaTWNKzY7ToUeiZsoYzWH6gWXkQWjBdUyPr5z,,
Mon Jun 21 2021 00:22:50 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017516,XTZ,opFtzc3fa4dTWZQmUrWtFAmszm3Et8V6pxfWaufb1gB43pAYXm5,https://tzstats.com/operation/opFtzc3fa4dTWZQmUrWtFAmszm3Et8V6pxfWaufb1gB43pAYXm5,,
Thu Jun 24 2021 01:06:34 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.019029,XTZ,oniNNKjSre7RLwCGizSxqR6GetLDGNsJqMk7fUiqXFaZuT8fpdf,https://tzstats.com/operation/oniNNKjSre7RLwCGizSxqR6GetLDGNsJqMk7fUiqXFaZuT8fpdf,,
Sat Jun 26 2021 06:53:38 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017413,XTZ,oneU9bcnsbYkDnFp6PE1u2nwUziGLsyBvGkYia2TKKurtvmHG7v,https://tzstats.com/operation/oneU9bcnsbYkDnFp6PE1u2nwUziGLsyBvGkYia2TKKurtvmHG7v,,
Tue Jun 29 2021 04:34:42 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.01762,XTZ,oomsUj9C2eqJmhqDnMUe1EfQd2t9dhat2SdojkAJJqEEKknGVgp,https://tzstats.com/operation/oomsUj9C2eqJmhqDnMUe1EfQd2t9dhat2SdojkAJJqEEKknGVgp,,
Fri Jul 02 2021 04:17:30 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018457,XTZ,onzUXYMzsTvwAEqsYw2Nkz7FsuHcA3xQukMKeGpraSM54FEZGJ4,https://tzstats.com/operation/onzUXYMzsTvwAEqsYw2Nkz7FsuHcA3xQukMKeGpraSM54FEZGJ4,,
Sun Jul 04 2021 10:48:51 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,70.80712482,KNC,0x6088f5d8a8adc990a74ffd3cae3c5caa7489e1d28595fb02b32789cdcfc810a3,https://etherscan.io/tx/0x6088f5d8a8adc990a74ffd3cae3c5caa7489e1d28595fb02b32789cdcfc810a3,,
Sun Jul 04 2021 10:48:51 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,-70.80712482,KNCL,-0.0013255325,ETH,0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202,0x6088f5d8a8adc990a74ffd3cae3c5caa7489e1d28595fb02b32789cdcfc810a3,https://etherscan.io/tx/0x6088f5d8a8adc990a74ffd3cae3c5caa7489e1d28595fb02b32789cdcfc810a3,,,,,,
Mon Jul 05 2021 10:45:18 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018591,XTZ,op1AgxvMshewJZ4WHM849wkmgDYXx9AkXjS8Tfgs9Sq9qGtJ4QJ,https://tzstats.com/operation/op1AgxvMshewJZ4WHM849wkmgDYXx9AkXjS8Tfgs9Sq9qGtJ4QJ,,
Thu Jul 08 2021 10:53:42 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018556,XTZ,ooS3iR2y5DjUnvy9WjZ4owkQLSAb782cuuBnCpy6SUuRymZTE75,https://tzstats.com/operation/ooS3iR2y5DjUnvy9WjZ4owkQLSAb782cuuBnCpy6SUuRymZTE75,,
Sun Jul 11 2021 09:31:22 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018318,XTZ,ooZRB5irGcAgG4YWKSTF6h9rNdFMSRDSbevVRpxmS1QRtQGxznE,https://tzstats.com/operation/ooZRB5irGcAgG4YWKSTF6h9rNdFMSRDSbevVRpxmS1QRtQGxznE,,
Wed Jul 14 2021 03:06:34 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018348,XTZ,opW2UYrkdYTS7uqVPr4Fb9XC8nFNqX6MzaZquei4tMyQRPJNXmf,https://tzstats.com/operation/opW2UYrkdYTS7uqVPr4Fb9XC8nFNqX6MzaZquei4tMyQRPJNXmf,,
Sat Jul 17 2021 14:20:50 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017998,XTZ,ooupKb18PWu36nDw1bbC2j8GsCdh36HH1T8vFqyApa7HHbGn2ix,https://tzstats.com/operation/ooupKb18PWu36nDw1bbC2j8GsCdh36HH1T8vFqyApa7HHbGn2ix,,
Tue Jul 20 2021 02:35:38 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017039,XTZ,ookc6eHTkqy24SxpYFRFYscmTyXToebCMK5doQZR7FTyV2RDcEV,https://tzstats.com/operation/ookc6eHTkqy24SxpYFRFYscmTyXToebCMK5doQZR7FTyV2RDcEV,,
Fri Jul 23 2021 01:39:30 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017545,XTZ,onz26atfR17JrotGJQN3L5VXhGKgbk4Rhvujmha31Q3BGkTmzWh,https://tzstats.com/operation/onz26atfR17JrotGJQN3L5VXhGKgbk4Rhvujmha31Q3BGkTmzWh,,
Mon Jul 26 2021 04:35:42 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.01866,XTZ,ooh3ccBRMC85UpJdubEYLv1BPPZpxD3pycjDeMBwRizhywsbwPQ,https://tzstats.com/operation/ooh3ccBRMC85UpJdubEYLv1BPPZpxD3pycjDeMBwRizhywsbwPQ,,
Tue Jul 27 2021 11:06:17 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,-0.04,ETH,-0.000378,ETH,0xa0f64548190bf83b4337ff521e85f94642e2ced0,0x39b9aa1878cea8b378ce724664773a7810cfe5782bbd0b52de39eb2381356c22,https://etherscan.io/tx/0x39b9aa1878cea8b378ce724664773a7810cfe5782bbd0b52de39eb2381356c22,,,,,,
Wed Jul 28 2021 11:14:34 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.018404,XTZ,ooxHeLMV3WoaKANySDSp6yy5jrMRy5fRWtXo2LDoMot2dJUiDFd,https://tzstats.com/operation/ooxHeLMV3WoaKANySDSp6yy5jrMRy5fRWtXo2LDoMot2dJUiDFd,,
Fri Jul 30 2021 16:11:19 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,-0.02,BTC,-0.0000405,BTC,bc1q8rqatq0j6yavw4ukdj8ms7nk396cv9lvnlt8rx,1d4f2be2231785ece64e09308fa5d74b31046cb7afe153dc916651af75a29493,https://mempool.space/tx/1d4f2be2231785ece64e09308fa5d74b31046cb7afe153dc916651af75a29493,,,,,,
Fri Jul 30 2021 16:18:36 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,-1513.97130774,DOGE,-6.8,DOGE,D5XcXAWTY5BEN4gpcFeMjv6KXoj1bXbCQd,7960215004ab7a9d227bb76c1bb307caecdbf5beac0f9836f6c944e6829e9107,https://blockchair.com/dogecoin/transaction/7960215004ab7a9d227bb76c1bb307caecdbf5beac0f9836f6c944e6829e9107,,,,,,
Sat Jul 31 2021 08:33:46 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.017605,XTZ,opLtL1zDV14JVsoNnvxJJprUBDsL9MiXh3N2fkVDgVedW2i8KMV,https://tzstats.com/operation/opLtL1zDV14JVsoNnvxJJprUBDsL9MiXh3N2fkVDgVedW2i8KMV,,
Sat Jul 31 2021 09:16:12 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.01199809,BTC,6dd35d2813f1fe43820ae571b9ec91a6b239488a7c49729236c0ef25eef33a04,https://mempool.space/tx/6dd35d2813f1fe43820ae571b9ec91a6b239488a7c49729236c0ef25eef33a04,,
Wed Aug 04 2021 00:14:34 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.01872,XTZ,oocpiaEN1sRDnyqCH7Ehe2fQ7mcijYdQjWT4SZ8Kdc3oXzcuxr7,https://tzstats.com/operation/oocpiaEN1sRDnyqCH7Ehe2fQ7mcijYdQjWT4SZ8Kdc3oXzcuxr7,,
